央视频道,#genre#
学英文电影[1920x1080],http://50.7.137.106:8080/FOX/index.m3u8?token=test
WWE摔跤[1920x1080],https://d2p372oxiwmcn1.cloudfront.net/hls/main.m3u8 
4K苏州[3840x2160],http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
韩国歌舞秀[1920x1080],http://tc-tct.douyucdn2.cn/dyliveflv3/17732rtara.flv?wsAuth=444b28368bc6cf374a8f22734242cdec&token=cpn-androidmpro-0-17732-2c028a7d8b69ac4c6a43608933105351f464f9543343a70c&logo=0&expire=0&did=d010b07dcb997ada9934081c873542f0&origin=tct&vhost=play3
港台频道,#genre#
凤凰中文[1920x1080],http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8576/.m3u8
凤凰咨讯[1280x720],http://61.221.215.25:8800/hls/47/index.m3u8
香港卫视[1024x576],http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
民视新闻[1920x1080],http://38.64.72.148/hls/modn/list/4012/chunklist1.m3u8
FOX新聞[1280x720],https://fox-foxnewsnow-samsungus.amagi.tv/playlist720p.m3u8
AMC电影[1280x720],http://61.221.215.25:8800/hls/43/index.m3u8
探索二台[1280x720],http://61.221.215.25:8800/hls/50/index.m3u8
AMC电影台[1280x720],http://61.221.215.25:8800/hls/43/index.m3u8
纬来精彩[1280x720],http://61.221.215.25:8800/hls/48/index.m3u8
探索亚洲[1280x720],http://61.221.215.25:8800/hls/50/index.m3u8
民视[1280x720],rtmp://f13h.mine.nu/sat/tv051
台视[1280x720],rtmp://f13h.mine.nu/sat/tv071
中视[1280x720],rtmp://f13h.mine.nu/sat/tv091
华视[1280x720],rtmp://f13h.mine.nu/sat/tv111
非凡新闻[1280x720],rtmp://f13h.mine.nu/sat/tv581
东森超视[1280x720],rtmp://f13h.mine.nu/sat/tv331
纬来体育[1280x720],rtmp://f13h.mine.nu/sat/tv721
纬来育乐[1280x720],rtmp://f13h.mine.nu/sat/tv701
纬来日本[1280x720],rtmp://f13h.mine.nu/sat/tv771
MoMo综合[1280x720],rtmp://f13h.mine.nu/sat/tv761
三立台灣[1920x1080],http://125.227.210.55:8160/VideoInput/play.ts
DW[1280x720],http://61.221.215.25:8800/hls/1/index.m3u8
大爱一台[1280x720],https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大爱二台[1280x720],https://pulltv2.wanfudaluye.com/live/tv2.m3u8
亚洲新闻台[1280x720],https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
亚洲新闻台[1280x720],http://live.lordstreams.co:8080//832396166/1982148236/659605
环球电视台[1280x720],http://zb.xzxwhcb.com:9999/hls/world.m3u8
TVBS NEWS[1280x720],http://61.221.215.25:8800/hls/9/index.m3u8
八大戏剧[1280x720],http://61.221.215.25:8800/hls/39/index.m3u8
八大第一[1280x720],http://61.221.215.25:8800/hls/55/index.m3u8
八大综合[1280x720],http://61.221.215.25:8800/hls/56/index.m3u8
三立戏剧[1280x720],http://61.221.215.25:8800/hls/41/index.m3u8
NHK WORLD[1280x720],http://61.221.215.25:8800/hls/51/index.m3u8
动物星球[1280x720],http://61.221.215.25:8800/hls/57/index.m3u8
中华小当家[1280x720],http://61.221.215.25:8800/hls/40/index.m3u8
緯來體育[1920x1080],http://125.227.210.55:8155/VideoInput/play.ts
ELTA体育3[1280x720],rtmp://9hv9.mine.nu/sat/md011
ELTA体育4[528x32],rtmp://9hv9.mine.nu/sat/md021
DAZN体育1[1280x720],rtmp://f13h.mine.nu/sat/tv731
DAZN体育2[1280x720],rtmp://f13h.mine.nu/sat/tv741
Bloomberg[1920x1080],http://125.227.210.55:8161/VideoInput/play.ts
CN卡通[1920x1080],http://125.227.210.55:8167/VideoInput/play.ts
TVBS新聞[1920x1080],http://125.227.210.55:8186/VideoInput/play.ts
食尚玩家[1920x1080],http://125.227.210.55:8187/VideoInput/play.ts
三立新聞[1920x1080],http://125.227.210.55:8162/VideoInput/play.ts
BBC new[1920x1080],http://125.227.210.55:8165/VideoInput/play.ts
CNN new[1920x1080],http://125.227.210.55:8166/VideoInput/play.ts
港台备用,#genre#
TVBS欢乐台,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8532/.m3u8
三立新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8543/.m3u8
东森戏剧,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8530/.m3u8
年代新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8539/.m3u8
中天新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8541/.m3u8
年代新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8529/.m3u8
纬来电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8579/.m3u8
卫视电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8578/.m3u8
龙华电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8581/.m3u8
卫视西片,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8583/.m3u8
HBO,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8580/.m3u8
好莱坞电影,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8554/.m3u8
AXN,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8582/.m3u
东森新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8540/.m3u8
东森财经,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8546/.m3u8
纬来日本,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8537/.m3u8
卫视中文,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8523/.m3u8
海峡卫视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8570/.m3u8
地理野生,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8509/.m3u8
东森超视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8525/.m3u8
动物星球,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8512/.m3u8
中天综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8526/.m3u8
纬来体育,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8585/.m3u8
TVBS新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8574/.m3u8
壹新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8548/.m3u8
国冡地理野生,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8510/.m3u8
CINEMAX,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8559/.m3u8
TVBS HD,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8575/.m3u8
华视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8503/.m3u8
MOMO综合台,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8553/.m3u8
博斯运动1,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8587/.m3u8
三立都会,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8522/.m3u8
环宇新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8547/.m3u8
纬来综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8518/.m3u8
民视新闻,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8542/.m3u8
三立台湾,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8521/.m3u8
东森幼幼,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8515/.m3u8
东森综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8524/.m3u8
纬来戏剧,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8533/.m3u8
非凡商业,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8545/.m3u8
八大综合,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8520/.m3u8
八大第一,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8519/.m3u8
亚洲旅游,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8513/.m3u8
人间卫视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8506/.m3u8
中天娱乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8527/.m3u8
龙华卡通,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8517/.m3u8
龙华偶像,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8536/.m3u8
龙华日韩,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8535/.m3u8
龙华戏剧,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8534/.m3u8
纬来育乐,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8584/.m3u8
东方37台,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8528/.m3u8
GOODTV好消息,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8508/.m3u8
STARWORD,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8561/.m3u8
中视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8502/.m3u8
民视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8504/.m3u8
YAIWAN,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8538/.m3u8
公视,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8505/.m3u8
大爱,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8507/.m3u8
TCL,http://tianhewan.top/ZIPP.php?url=http://211.72.65.236:8511/.m3u8
科学能看,#genre#
TVBS(科学),http://38.64.72.148/hls/modn/list/4005/chunklist0.m3u8
TVBS(科学),https://epg.pw/stream/a4696392133577ed03dbedefe5c18c3c7a178b0899b2f814fa6c532bc521f8f4.m3u8
TVBS(科学),https://epg.pw/stream/06baf79b6e6515fa271791223499a2ecf53f1917f24c680bfa8a7539162cce76.m3u8
TVBS(科学),https://epg.pw/stream/7843556b9457c79f5185c8dc71e2c07c55dc12b034635c8075a8847163f8b483.m3u8
TVBS新闻台(科学),https://epg.pw/stream/dc88e4bb8165db1af83d0c571b8260a21c248841a2f1c8c44a2bbf840ea50eea.m3u8
民视新闻台HD,https://epg.pw/stream/7270ae89dc1f30cfec2c03d01b6e2fbc50863f60936b534814dfd28caa72181e.m3u8
东森超市,https://epg.pw/stream/9ee97d4efee35aa017c6d4ec03d219b96a4e63c74011ecc833877a100cf75d36.m3u8
台视新闻HD(科学),https://epg.pw/stream/4b4e47c5487fd635bc3a721c3ecff2698d44492b1db12412f5b8abc9597a911f.m3u8
中视新闻(科学),https://epg.pw/stream/82f32d75a3fc48001b26514205937c92561b5540c3d1f21b644c86c17dd4ea63.m3u8
中天新闻(科学),https://raw.githubusercontent.com/ChiSheng9/iptv/master/TV28.m3u8
中天新闻(科学),https://epg.pw/stream/5b84b0baf55fce778cffd1d5a35ef8e77dfb02436d82cd5a83dd78c61c90462e.m3u8
中视HD(科学),https://epg.pw/stream/48023223cf3a94ab9dcdbef7b2e3c566429aeaba44f3e41d03a955e1202ad492.m3u8
华视HD(科学),https://epg.pw/stream/b7de54beedd00c8b00197e11541eb6d5e70c856ed712b3b937689c24f476c135.m3u8
三立新闻台(科学),https://epg.pw/stream/4c272496a61a3b4cf50553f78220d3388e87ed9b0ccd9c440e46ab5f753c8771.m3u8
寰宇新闻台(科学),https://epg.pw/stream/1a8764d080afe4b8543f76b10ec64c55d4ae232d73ac71da514a7ba834f2b0e6.m3u8
东森幼幼台(科学),https://epg.pw/stream/11927c04bfc97c3c76188dcad74dc57ce6ff46386068fb5e28897f4bd96dc7d9.m3u8
东森新闻台(科学),https://epg.pw/stream/5b6b148362dea0001b704c6c6badd4ecd25e59d2e13f4e7a64a2e23ca8d77755.m3u8
东森财经新闻台(科学),https://epg.pw/stream/a190c1d788033ba288c0a3096eeb131c4ff6bff70dae66a0e6ba131fc250c28c.m3u8
民视HD(科学),https://epg.pw/stream/720e88c5916645734a5ed560a15e475c11c32dd6659b37aceb035720ee6f40ea.m3u8
民视第一台HD(科学),https://epg.pw/stream/2efd47e51559d5a51e8f811fb5d08343e45a0f5360db3f44bd5c6c3dd31f0e8e.m3u8
民视影剧台(科学),https://epg.pw/stream/3f718003e6c0b409e0a7620c4b17f7abb3e2f18c0f4f6dc82de5de806aff88ce.m3u8
民视台湾台HD(科学),https://epg.pw/stream/b029057b372efdfb0738a3306cd07ff4a5d4fecc6c271b57d29b7ba282d7a6f8.m3u8
民视综艺台(科学),https://epg.pw/stream/7c4b658119c1bb61f50346e68cfd30c61610f0463886077973a2b75693da29d8.m3u8
民视旅游台(科学),https://epg.pw/stream/b796f04b85558177e528d8dd4bbb091aacdf978492024a6e379848cc3cb1059d.m3u8
💃歌曲,#genre#
21年洗脑神曲,https://vdse.bdstatic.com//bf4bb1d82b2eb17681c49e745dc2da21.mp4
劲爆DJ串烧,https://vdse.bdstatic.com//01b1f78bb5b009d36ce3f5051e7383c1.mp4
热歌DJ如果爱还在,https://vd2.bdstatic.com/mda-mhhf5mr00yyhpfjs/1080p/cae_h264/1629284581057661229/mda-mhhf5mr00yyhpfjs.mp4
推荐9首DJ舞曲_首首甜美醉人,https://vd2.bdstatic.com/mda-mhig1c3sw223mx8p/1080p/cae_h264/1629380139191731149/mda-mhig1c3sw223mx8p.mp4
动感DJ苦了累了听听歌,https://vd4.bdstatic.com/mda-mhqekuf2r91v08dt/1080p/cae_h264/1629888246186602728/mda-mhqekuf2r91v08dt.mp4
DJ心在跳情在烧,https://vd4.bdstatic.com/mda-mhwf07t27w3gi1y7/1080p/cae_h264/1630406994590156367/mda-mhwf07t27w3gi1y7.mp4
孙艺琪寂寞的人别听伤感情歌,https://vd2.bdstatic.com/mda-mdscsws7443npwa8/1080p/cae_h264/1619516504/mda-mdscsws7443npwa8.mp4
赵蕾蕾寂寞的城伤心的人,https://vd2.bdstatic.com/mda-mesdm11tdp69a9ye/1080p/cae_h264/1622115758783335310/mda-mesdm11tdp69a9ye.mp4
叶筱萱爱到最后是孤独,https://vd4.bdstatic.com/mda-mh9fjm2j86uyymfa/1080p/cae_h264/1628593607912074882/mda-mh9fjm2j86uyymfa.mp4
DJ版望爱却步,https://vd4.bdstatic.com/mda-mh3ei4sg2jypty79/1080p/cae_h264/1628072927342489970/mda-mh3ei4sg2jypty79.mp4
唱着情歌流着泪,https://vd3.bdstatic.com/mda-mhwaejanf0ie6b8j/1080p/cae_h264/1630409563129833732/mda-mhwaejanf0ie6b8j.mp4
DJ版一个人挺好,https://vd3.bdstatic.com/mda-mh6gqq4b59z26cjx/1080p/cae_h264/1628504623473300938/mda-mh6gqq4b59z26cjx.mp4
爱你到最后一刻,https://vd3.bdstatic.com/mda-mhr9c7q9xzgy1812/1080p/cae_h264/1630062648077583523/mda-mhr9c7q9xzgy1812.mp4
伤感DJ等,https://vd2.bdstatic.com/mda-mhq92a7nafrh8dma/1080p/cae_h264/1629977686796490849/mda-mhq92a7nafrh8dma.mp4
DJ我们不再是从前,https://vd2.bdstatic.com/mda-mhne550wq5m66zvj/1080p/cae_h264/1629803514331462220/mda-mhne550wq5m66zvj.mp4
DJ舞曲让我做你的眼睛,https://vd2.bdstatic.com/mda-mhaargrart2qrkdz/1080p/cae_h264/1629630942996744682/mda-mhaargrart2qrkdz.mp4
DJ版时间会知道你好不好,https://vd3.bdstatic.com/mda-mhairve7gvye1192/1080p/cae_h264/1629457148988604256/mda-mhairve7gvye1192.mp4
DJ版爱不得忘不舍,https://vd3.bdstatic.com/mda-mh8j8egnj8idbvd8/1080p/cae_h264/1629367979662473678/mda-mh8j8egnj8idbvd8.mp4
DJ版蜜雪冰城,https://vd3.bdstatic.com/mda-mhbae2pwwxhyxjcz/1080p/cae_h264/1628767594518574030/mda-mhbae2pwwxhyxjcz.mp4
无味DJ版,https://vd3.bdstatic.com/mda-mgqiagirsmmpuarm/1080p/cae_h264/1627218846577884242/mda-mgqiagirsmmpuarm.mp4
DJ版原谅你的谎,https://vd4.bdstatic.com/mda-mhacxx5vhr2we882/1080p/cae_h264/1628673933350116053/mda-mhacxx5vhr2we882.mp4
DJ等爱,https://vd2.bdstatic.com/mda-mfhh1e0hwq212rrt/sc/h264/1623988905898256147/mda-mfhh1e0hwq212rrt.mp4
DJ醉过多少回,https://vd4.bdstatic.com/mda-megp46e98a4f2b9g/sc/h264/1621239560364992817/mda-megp46e98a4f2b9g.mp4
DJ情歌爱情迷了路,https://vd4.bdstatic.com/mda-mdbrb7fns70avrmt/1080p/cae_h264/1618222287/mda-mdbrb7fns70avrmt.mp4
DJ流浪兄弟,https://vd2.bdstatic.com/mda-mhrdtax1km0idkc5/1080p/cae_h264/1629972852606533219/mda-mhrdtax1km0idkc5.mp4
车载DJ多年以后,https://vd3.bdstatic.com/mda-mhqekuegbh6112js/1080p/cae_h264/1629891559415737083/mda-mhqekuegbh6112js.mp4
经典老歌DJ舞曲七首,https://vd2.bdstatic.com/mda-mhwbtsnrmm6v6x5r/sc/cae_h264/1630403250895754314/mda-mhwbtsnrmm6v6x5r.mp4
精选五首DJ男声串烧,https://vd2.bdstatic.com/mda-maqfk730tsig88wr/v2-hknm/1080p/mda-maqfk730tsig88wr.mp4
韩可可错位时空DJ版,https://vd3.bdstatic.com/mda-mgciytzb45z6z8yj/1080p/cae_h264/1626183756603775947/mda-mgciytzb45z6z8yj.mp4
车载DJ今夜为你醉...,https://vdse.bdstatic.com//b68123a666cce39e7413da912e3675a3.mp4
抖音热歌大风吹+夜夜夜漫长,https://vdse.bdstatic.com//13da18e12728e9d7849f6589a3070b4c.mp4
2021年最好听的DJ串烧,https://vdse.bdstatic.com//cd396057d1fbcb12f0600d38a16effbc.mp4
2021年最火伤感音乐,https://vdse.bdstatic.com//6d39df48360bdb12f73800397c4a6c02.mp4
2021年网络火爆伤感情歌6首,https://vdse.bdstatic.com//80e0473f97055cec1c9c76c1c7e5498a.mp4
2021热门伤感DJ,https://vdse.bdstatic.com//06b4e9b185b843e694e4d20e9b0a0aac.mp4
几首比较火的DJ情歌,https://vdse.bdstatic.com//4d7e8fe409b2ba9e08b179de8e146fa3.mp4
•IPV6节目,#genre#
黑莓电影,http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
CCTV-1 综合,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8 
CCTV-2 财经,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225588/index.m3u8 
CCTV-3 综艺,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8 
CCTV-4 中文国际,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226007/index.m3u8 
CCTV-5 体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8 
CCTV-5+ 体育赛事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8 
CCTV-6 电影,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8 
CCTV-7 国防军事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8 
CCTV-8 电视剧,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226008/index.m3u8 
CCTV-9 纪录,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225734/index.m3u8 
CCTV-10 科教,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8 
CCTV-11 戏曲,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225597/index.m3u8 
CCTV-12 社会与法,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225731/index.m3u8 
CCTV-13 新闻,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226011/index.m3u8 
CCTV-14 少儿,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225732/index.m3u8 
CCTV-15 音乐,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225601/index.m3u8 
CCTV-16 奥林匹克,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8 
CCTV-17 农业农村,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225765/index.m3u8 
CCTV-5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8 
CCTV-06 电影,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226011/1.m3u8 
CCTV-07 国防,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8 
CCTV-1,http://[2409:8087:7000:20::4]:80/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226231/1.m3u8 
CCTV-8 电视剧剧,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com 
